ID,specific_sheet_name,Year,quantity-type,quantity-value,quantity-units,FILING,FILETYPE,CIK,COMNAM,datadate,filingdate,NEG,POS,TWORDS,TONE,ACQ,LINK
1034,consolidated balance sheets,2015,Total assets,2274969000,thousands,1034,10-K,1544229,"Engility Holdings, Inc.",31DEC2015,08MAR2016,120,57,9697,-0.006496855,30,edgar/data/1544229/0001544229-16-000063.txt
1038,consolidated balance sheets,2016,Total assets,251823000,thousands,1038,10-K,794172,MERIDIAN BIOSCIENCE INC,30SEP2016,29NOV2016,60,41,6348,-0.002993069,14,edgar/data/794172/0001193125-16-779250.txt
1041,consolidated balance sheets,2016,Total assets,11147000,thousands,1041,10-K,788920,PRO DEX INC,30JUN2016,15SEP2016,49,34,5059,-0.002965013,1,edgar/data/788920/0001534424-16-001027.txt
1043,consolidated balance sheets,2015,Total assets,4549,thousands,1043,10-K,789460,WORLD FUEL SERVICES CORP,31DEC2015,16FEB2016,78,54,8629,-0.002781319,7,edgar/data/789460/0001558370-16-003246.txt
1046,consolidated balance sheets,2015,Total assets,11726472000,thousands,1046,10-K,796343,ADOBE SYSTEMS INC,30NOV2015,19JAN2016,150,144,13374,-0.000448632,15,edgar/data/796343/0000796343-16-000224.txt
1050,consolidated balance sheets,2015,Total Assets,228439000,thousands,1050,10-K,1340786,"Fuel Systems Solutions, Inc.",31DEC2015,14MAR2016,228,76,11353,-0.013388532,15,edgar/data/1340786/0001564590-16-014718.txt
1056,consolidated balance sheets,2015,Total assets,4606,thousands,1056,10-K,785161,HEALTHSOUTH CORP,31DEC2015,25FEB2016,237,139,19879,-0.004929825,41,edgar/data/785161/0000785161-16-000117.txt
1062,consolidated balance sheets,2015,Total Assets,3340,thousands,1062,10-K,787250,DPL INC,31DEC2015,24FEB2016,175,90,14603,-0.005820722,1,edgar/data/27430/0000787250-16-000035.txt
1069,consolidated balance sheets,2015,Total assets,80055000,thousands,1069,10-K,318306,ABEONA THERAPEUTICS INC.,31DEC2015,30MAR2016,46,20,3209,-0.008102213,3,edgar/data/318306/0001144204-16-091600.txt
1073,consolidated balance sheets,2015,Total Assets,60589,thousands,1073,10-K,5513,Unum Group,31DEC2015,24FEB2016,528,399,30738,-0.00419676,65,edgar/data/5513/0000005513-16-000045.txt
1076,consolidated balance sheets,2015,Total Assets,37535,thousands,1076,10-K,788784,PUBLIC SERVICE ENTERPRISE GROUP INC,31DEC2015,26FEB2016,27,50,2972,0.0077388964,0,edgar/data/81033/0000788784-16-000014.txt
1083,consolidated balance sheets,2015,TOTAL ASSETS,109247,thousands,1083,10-K,356590,"TREE TOP INDUSTRIES, INC.",31DEC2015,28APR2016,47,13,1711,-0.01987142,0,edgar/data/356590/0001354488-16-007141.txt
1086,consolidated balance sheets,2016,Total Assets,790487000,thousands,1086,10-K,785956,J&J SNACK FOODS CORP,30SEP2016,22NOV2016,121,34,7889,-0.011028014,6,edgar/data/785956/0001437749-16-042541.txt
1092,consolidated balance sheets,2015,TOTAL ASSETS,1946961,thousands,1092,10-K,727672,SPECTRASCIENCE INC,31DEC2015,30MAR2016,31,26,2980,-0.001677852,0,edgar/data/727672/0001615774-16-004709.txt
1095,consolidated balance sheets,2015,Total assets,4539,thousands,1095,10-K,805264,AXIALL CORP/DE/,31DEC2015,29FEB2016,331,136,18753,-0.010398336,26,edgar/data/805264/0001193125-16-483042.txt
1099,consolidated balance sheets,2016,Total assets,265676000,thousands,1099,10-K,844059,"FRP HOLDINGS, INC.",30SEP2016,12DEC2016,1,0,304,-0.003289474,0,edgar/data/844059/0000844059-16-000041.txt
1102,consolidated balance sheets,2016,Total assets,6134956000,thousands,1102,10-K,804212,AIRGAS INC,31MAR2016,10MAY2016,133,49,12008,-0.006995336,52,edgar/data/804212/0000804212-16-000048.txt
1104,consolidated balance sheets,2015,Total assets,55416000,thousands,1104,10-K,727273,CADIZ INC,31DEC2015,14MAR2016,76,40,9388,-0.003834683,1,edgar/data/727273/0000727273-16-000047.txt
1109,consolidated balance sheets,2015,TOTAL ASSETS,197689000,thousands,1109,10-K,43350,Gas Natural Inc.,31DEC2015,15MAR2016,186,61,12930,-0.00966744,15,edgar/data/43350/0001144204-16-088193.txt
1117,consolidated balance sheets,2016,Total assets,59512000,thousands,1117,10-K,809933,ECOLOGY & ENVIRONMENT INC,31JUL2016,15NOV2016,80,36,4843,-0.009085278,2,edgar/data/809933/0001140361-16-086821.txt
1122,consolidated balance sheets,2015,TOTAL ASSETS,1321582000,thousands,1122,10-K,761648,"CEDAR REALTY TRUST, INC.",31DEC2015,19FEB2016,69,41,6343,-0.004414315,13,edgar/data/761648/0001193125-16-469818.txt
1129,consolidated balance sheets,2016,Total assets,1422700000,thousands,1129,10-K,812128,SANDERSON FARMS INC,31OCT2016,15DEC2016,70,55,10089,-0.001486768,2,edgar/data/812128/0000812128-16-000024.txt
1137,consolidated balance sheets,2015,Total assets,1982308000,thousands,1137,10-K,808461,GENERAL COMMUNICATION INC,31DEC2015,03MAR2016,124,30,8841,-0.010632281,22,edgar/data/808461/0000808461-16-000192.txt
1139,consolidated balance sheets,2015,Total assets,656518000,thousands,1139,10-K,812701,CALGON CARBON Corp,31DEC2015,26FEB2016,123,92,10821,-0.0028648,4,edgar/data/812701/0001104659-16-100355.txt
1144,consolidated balance sheets,2015,Total Assets,24145,thousands,1144,10-K,794323,LEVEL 3 COMMUNICATIONS INC,31DEC2015,26FEB2016,167,72,11455,-0.008293322,35,edgar/data/794323/0000794323-16-000025.txt
1146,consolidated balance sheets,2015,Total assets,64653000,thousands,1146,10-K,1141197,PEDEVCO CORP,31DEC2015,29MAR2016,89,39,7696,-0.006496881,22,edgar/data/1141197/0001354488-16-006745.txt
1148,consolidated balance sheets,2015,Total assets,7387122,thousands,1148,10-K,812796,"SOLIGENIX, INC.",31DEC2015,24MAR2016,27,20,4267,-0.001640497,3,edgar/data/812796/0001213900-16-011833.txt
1153,consolidated balance sheets,2015,Total Assets,4228869000,thousands,1153,10-K,1555365,WHITEWAVE FOODS Co,31DEC2015,29FEB2016,81,81,10130,0,32,edgar/data/1555365/0001555365-16-000038.txt
1155,consolidated balance sheets,2015,Total assets,14855,thousands,1155,10-K,814585,MBIA INC,31DEC2015,29FEB2016,641,213,24305,-0.017609545,16,edgar/data/814585/0001193125-16-485560.txt
1158,consolidated balance sheets,2015,Total assets,5244372000,thousands,1158,10-K,803649,Equity Commonwealth,31DEC2015,18FEB2016,221,93,12534,-0.010212223,5,edgar/data/803649/0000803649-16-000024.txt
1161,consolidated balance sheets,2015,Total assets,27053,thousands,1161,10-K,816284,CELGENE CORP /DE/,31DEC2015,11FEB2016,128,91,15592,-0.002373012,29,edgar/data/816284/0001628280-16-011012.txt
1163,consolidated balance sheets,2016,Total assets,423931000,thousands,1163,10-K,815094,ABIOMED INC,31MAR2016,26MAY2016,42,56,6420,0.0021806854,5,edgar/data/815094/0001564590-16-020014.txt
1170,consolidated balance sheets,2016,Total assets,121798000,thousands,1170,10-K,826326,"ARC Group Worldwide, Inc.",30JUN2016,09SEP2016,35,13,4546,-0.004839419,1,edgar/data/826326/0001558370-16-008278.txt
1173,consolidated balance sheets,2015,Total Assets,36442,thousands,1173,10-K,1034563,ICAHN ENTERPRISES HOLDINGS L.P.,31DEC2015,29FEB2016,299,162,24879,-0.005506652,28,edgar/data/813762/0000813762-16-000057.txt
1179,consolidated balance sheets,2016,Total assets,74175000,thousands,1179,10-K,787253,NATURAL ALTERNATIVES INTERNATIONAL INC,30JUN2016,19SEP2016,43,29,5066,-0.002763522,0,edgar/data/787253/0001437749-16-038893.txt
1181,consolidated balance sheets,2015,Total assets,137845000,thousands,1181,10-K,818033,"HERON THERAPEUTICS, INC. /DE/",31DEC2015,19FEB2016,54,41,4268,-0.003045923,0,edgar/data/818033/0001193125-16-469890.txt
1183,consolidated balance sheets,2016,Total assets,49899000,thousands,1183,10-K,811212,CESCA THERAPEUTICS INC.,30JUN2016,21SEP2016,61,14,4100,-0.011463415,0,edgar/data/811212/0001437749-16-038939.txt
1187,consolidated balance sheets,2015,Total assets,505539000,thousands,1187,10-K,820081,CAMBREX CORP,31DEC2015,09FEB2016,139,59,7188,-0.011129661,3,edgar/data/820081/0001437749-16-024955.txt
1190,consolidated balance sheets,2015,Total assets,2040531000,thousands,1190,10-K,1549922,"Summit Midstream Partners, LP",31DEC2015,29FEB2016,251,51,15181,-0.013174363,16,edgar/data/1549922/0001549922-16-000114.txt
1192,consolidated balance sheets,2015,Total assets,685060000,thousands,1192,10-K,933136,WMIH CORP.,31DEC2015,11MAR2016,261,71,12438,-0.015275768,27,edgar/data/933136/0001564590-16-014568.txt
1199,consolidated balance sheets,2015,Total assets,3431428000,thousands,1199,10-K,822818,CLEAN HARBORS INC,31DEC2015,25FEB2016,229,63,13774,-0.012051692,12,edgar/data/822818/0000822818-16-000033.txt
1203,consolidated balance sheets,2015,Total assets,1009562000,thousands,1203,10-K,819793,ALBANY INTERNATIONAL CORP /DE/,31DEC2015,26FEB2016,69,50,5423,-0.003503596,1,edgar/data/819793/0000891092-16-012779.txt
1207,consolidated balance sheets,2016,TOTAL ASSETS,31749129,thousands,1207,10-K,722572,FRANKLIN WIRELESS CORP,30JUN2016,28SEP2016,36,17,3157,-0.006018372,0,edgar/data/722572/0001683168-16-000215.txt
1210,consolidated balance sheets,2015,TOTAL ASSETS,1923034000,thousands,1210,10-K,1056087,MCCLATCHY CO,31DEC2015,08MAR2016,148,64,10647,-0.007889546,0,edgar/data/1056087/0001558370-16-003878.txt
1212,consolidated balance sheets,2016,Total assets,68973000,thousands,1212,10-K,825411,"SEVCON, INC.",30SEP2016,23DEC2016,81,29,4770,-0.010901468,16,edgar/data/825411/0001140361-16-090664.txt
1219,consolidated balance sheets,2015,Total assets,2477,thousands,1219,10-K,1180262,HERBALIFE LTD.,31DEC2015,25FEB2016,321,157,22643,-0.007242857,1,edgar/data/1180262/0001564590-16-013384.txt
1222,consolidated balance sheets,2015,Total assets,687659000,thousands,1222,10-K,822663,INTER PARFUMS INC,31DEC2015,14MAR2016,88,74,7451,-0.001878942,5,edgar/data/822663/0001144204-16-087700.txt
1231,consolidated balance sheets,2015,Total Assets,3274129000,thousands,1231,10-K,823094,SOTHEBYS,31DEC2015,26FEB2016,206,186,20946,-0.000954836,5,edgar/data/823094/0000823094-16-000080.txt
1238,consolidated balance sheets,2016,Total Assets,1212591000,thousands,1238,10-K,820318,II-VI INC,30JUN2016,26AUG2016,82,44,8198,-0.004635277,13,edgar/data/820318/0001564590-16-024750.txt
1241,consolidated balance sheets,2015,Total Assets,35588000,thousands,1241,10-K,815093,MGC DIAGNOSTICS Corp,31OCT2015,29JAN2016,63,43,5380,-0.003717472,10,edgar/data/815093/0000897101-16-001821.txt
1245,consolidated balance sheets,2015,Total assets,51379000,thousands,1245,10-K,821995,JUNIPER PHARMACEUTICALS INC,31DEC2015,10MAR2016,105,53,10745,-0.00483946,20,edgar/data/821995/0001193125-16-500029.txt
1249,consolidated balance sheets,2015,Total Assets,202166216,thousands,1249,10-K,746514,NEW ENGLAND REALTY ASSOCIATES LIMITED PARTNERSHIP,31DEC2015,11MAR2016,86,46,6534,-0.006121824,3,edgar/data/746514/0001558370-16-004053.txt
1254,consolidated balance sheets,2015,Total assets,18888,thousands,1254,10-K,20286,CINCINNATI FINANCIAL CORP,31DEC2015,26FEB2016,1699,437,33682,-0.037468084,15,edgar/data/20286/0000020286-16-000055.txt
1257,consolidated balance sheets,2015,Total Assets,16831,thousands,1257,10-K,1510247,LIFEAPPS BRANDS INC.,31DEC2015,15APR2016,20,14,2544,-0.002358491,2,edgar/data/1510247/0001615774-16-004984.txt
1259,consolidated balance sheets,2015,Total assets,194310000,thousands,1259,10-K,835011,MGP INGREDIENTS INC,31DEC2015,10MAR2016,102,88,8725,-0.001604585,0,edgar/data/835011/0001628280-16-012542.txt
1264,consolidated balance sheets,2016,Total Assets,1993456,thousands,1264,10-K,836809,"AFTERMASTER, INC.",30JUN2016,28SEP2016,20,9,2264,-0.004858657,0,edgar/data/836809/0001654954-16-002435.txt
1267,consolidated balance sheets,2015,Total Assets,50418000,thousands,1267,10-K,839087,"VASOMEDICAL, INC",31DEC2015,30MAR2016,42,24,5989,-0.00300551,9,edgar/data/839087/0001201800-16-000030.txt
1275,consolidated balance sheets,2015,Total assets,2195,thousands,1275,10-K,1558785,"CVR Refining, LP",31DEC2015,19FEB2016,185,114,15405,-0.004608893,4,edgar/data/1558785/0001558785-16-000075.txt
1279,consolidated balance sheets,2015,TOTAL ASSETS,787125,thousands,1279,10-K,831355,LKA GOLD Inc /DE/,31DEC2015,13APR2016,14,10,1740,-0.002298851,0,edgar/data/831355/0000939798-16-000121.txt
1283,consolidated balance sheets,2015,Total assets,10059783000,thousands,1283,10-K,788816,OGLETHORPE POWER CORP,31DEC2015,29MAR2016,107,73,12129,-0.002803199,2,edgar/data/788816/0001047469-16-011663.txt
1289,consolidated balance sheets,2015,Total assets,138613000,thousands,1289,10-K,1544227,"OvaScience, Inc.",31DEC2015,26FEB2016,73,64,7681,-0.001171722,0,edgar/data/1544227/0001544227-16-000008.txt
1291,consolidated balance sheets,2015,Total Assets,56966000,thousands,1291,10-K,839470,URANIUM RESOURCES INC /DE/,31DEC2015,18MAR2016,58,14,3918,-0.011230219,6,edgar/data/839470/0001052918-16-000869.txt
1294,consolidated balance sheets,2015,Total assets,2805443000,thousands,1294,10-K,832101,IDEX CORP /DE/,31DEC2015,19FEB2016,75,49,6843,-0.003799503,5,edgar/data/832101/0000832101-16-000057.txt
1301,consolidated balance sheets,2015,Total assets,6630100000,thousands,1301,10-K,1091748,"Argo Group International Holdings, Ltd.",31DEC2015,26FEB2016,922,125,17608,-0.045263517,17,edgar/data/1091748/0001564590-16-013542.txt
1309,consolidated balance sheets,2015,Total assets,13222844,thousands,1309,10-K,814046,ALP LIQUIDATING TRUST,31DEC2015,23MAR2016,58,7,1534,-0.033246415,0,edgar/data/814046/0000892626-16-000411.txt
1314,consolidated balance sheets,2015,Total assets,145918000,thousands,1314,10-K,1178711,"Paratek Pharmaceuticals, Inc.",31DEC2015,09MAR2016,145,109,11184,-0.003218884,20,edgar/data/1178711/0001564590-16-014314.txt
1317,consolidated balance sheets,2015,Total assets,28466232,thousands,1317,10-K,830483,"Oakridge Global Energy Solutions, Inc.",31DEC2015,14APR2016,3,3,612,0,2,edgar/data/830483/0001445866-16-001942.txt
1319,consolidated balance sheets,2015,Total Assets,4990,thousands,1319,10-K,849213,PLUM CREEK TIMBER CO INC,31DEC2015,18FEB2016,300,185,22592,-0.005090297,66,edgar/data/849213/0000849213-16-000183.txt
1323,consolidated balance sheets,2015,Total assets,18802000,thousands,1323,10-K,849145,Heritage Global Inc.,31DEC2015,17MAR2016,92,18,5526,-0.013391241,16,edgar/data/849145/0001564590-16-014988.txt
1326,consolidated balance sheets,2015,Total assets,109009366,thousands,1326,10-K,1442236,Quest Resource Holding Corp,31DEC2015,16MAR2016,79,33,4289,-0.010725111,2,edgar/data/1442236/0001564590-16-014921.txt
1330,consolidated balance sheets,2015,Total assets,53050,thousands,1330,10-K,1551152,AbbVie Inc.,31DEC2015,19FEB2016,137,147,11295,0.0008853475,20,edgar/data/1551152/0001047469-16-010239.txt
1338,consolidated balance sheets,2015,Total assets,887756000,thousands,1338,10-K,851205,COGNEX CORP,31DEC2015,10FEB2016,148,81,9779,-0.006851416,4,edgar/data/851205/0000851205-16-000027.txt
1342,consolidated balance sheets,2015,Total assets,218249,thousands,1342,10-K,1535929,"Voya Financial, Inc.",31DEC2015,25FEB2016,1014,664,57506,-0.006086321,11,edgar/data/1535929/0001535929-16-000059.txt
1344,consolidated balance sheets,2015,Total assets,418821000,thousands,1344,10-K,1294016,RUCKUS WIRELESS INC,31DEC2015,24FEB2016,99,64,9696,-0.003609736,4,edgar/data/1294016/0001294016-16-000049.txt
1349,consolidated balance sheets,2015,Total assets,145842,thousands,1349,10-K,849636,RespireRx Pharmaceuticals Inc.,31DEC2015,29MAR2016,126,89,12226,-0.003026337,9,edgar/data/849636/0001493152-16-008331.txt
1351,consolidated balance sheets,2015,TOTAL ASSETS,68543,thousands,1351,10-K,1492151,"World Moto, Inc.",31DEC2015,14NOV2016,43,39,6291,-0.000635829,3,edgar/data/1492151/0001594062-16-000651.txt
1356,consolidated balance sheets,2016,Total assets,785920000,thousands,1356,10-K,855658,LATTICE SEMICONDUCTOR CORP,31JAN2016,02MAR2016,128,44,9421,-0.008916251,48,edgar/data/855658/0000855658-16-000180.txt
1360,consolidated balance sheets,2015,Total assets,4137290000,thousands,1360,10-K,1562476,Taylor Morrison Home Corp,31DEC2015,25FEB2016,229,76,11355,-0.01347424,10,edgar/data/1562476/0001562476-16-000005.txt
1368,consolidated balance sheets,2016,Total assets,336166000,thousands,1368,10-K,854775,DIGI INTERNATIONAL INC,30SEP2016,13DEC2016,104,48,8145,-0.006875384,12,edgar/data/854775/0000854775-16-000039.txt
1373,consolidated balance sheets,2016,TOTAL ASSETS,7050,thousands,1373,10-K,712515,ELECTRONIC ARTS INC.,31MAR2016,27MAY2016,117,115,12335,-0.00016214,4,edgar/data/712515/0000712515-16-000111.txt
1377,consolidated balance sheets,2015,Total assets,319692,thousands,1377,10-K,1452176,"SurePure, Inc.",31DEC2015,14APR2016,32,24,2856,-0.00280112,0,edgar/data/1452176/0001144204-16-094234.txt
1384,consolidated balance sheets,2015,TOTAL ASSETS,6761003000,thousands,1384,10-K,712534,FIRST MERCHANTS CORP,31DEC2015,29FEB2016,149,51,8751,-0.01119872,44,edgar/data/712534/0000712534-16-000349.txt
1389,consolidated balance sheets,2015,Total assets,7210038000,thousands,1389,10-K,776901,INDEPENDENT BANK CORP,31DEC2015,25FEB2016,332,102,15799,-0.014557883,40,edgar/data/776901/0000776901-16-000317.txt
1394,consolidated balance sheets,2015,Total assets,1038481000,thousands,1394,10-K,1093672,PEOPLES BANCORP OF NORTH CAROLINA INC,31DEC2015,14MAR2016,185,33,5691,-0.026708839,1,edgar/data/1093672/0001093672-16-000055.txt
1400,consolidated balance sheets,2015,Total assets,775138921,thousands,1400,10-K,1527590,ZAIS Financial Corp.,31DEC2015,10MAR2016,239,102,16562,-0.008271948,36,edgar/data/1527590/0001144204-16-087286.txt
1406,consolidated balance sheets,2015,Total assets,11991527000,thousands,1406,10-K,707179,OLD NATIONAL BANCORP /IN/,31DEC2015,26FEB2016,349,102,15928,-0.015507283,35,edgar/data/707179/0001193125-16-479833.txt
1417,consolidated balance sheets,2015,Total Assets,8470298000,thousands,1417,10-K,203596,WESBANCO INC,31DEC2015,26FEB2016,293,193,24140,-0.004142502,79,edgar/data/203596/0001193125-16-482126.txt
1425,consolidated balance sheets,2015,Total assets,65904,thousands,1425,10-K,804269,"General Motors Financial Company, Inc.",31DEC2015,03FEB2016,188,64,10076,-0.012306471,11,edgar/data/804269/0000804269-16-000008.txt
1434,consolidated balance sheets,2015,Total Assets,111769000,thousands,1434,10-K,1532961,"NV5 Global, Inc.",31DEC2015,11MAR2016,86,66,10887,-0.001837053,30,edgar/data/1532961/0001437749-16-027486.txt
1438,consolidated balance sheets,2015,TOTAL ASSETS,0,thousands,1438,10-K,1561622,"Staffing Group, Ltd.",31DEC2015,13APR2016,53,15,4050,-0.009382716,12,edgar/data/1561622/0001520138-16-000834.txt
1440,consolidated balance sheets,2015,Total assets,660417,thousands,1440,10-K,1546853,"Skkynet Cloud Systems, Inc.",31OCT2015,16FEB2016,13,12,2341,-0.000427168,2,edgar/data/1546853/0001477932-16-008580.txt
1442,consolidated balance sheets,2015,Total assets,1547599000,thousands,1442,10-K,741516,AMERICAN NATIONAL BANKSHARES INC.,31DEC2015,15MAR2016,138,52,9059,-0.009493322,45,edgar/data/741516/0000741516-16-000064.txt
1444,consolidated balance sheets,2015,Total Assets,1093917000,thousands,1444,10-K,275119,BAYLAKE CORP,31DEC2015,04MAR2016,220,111,16794,-0.006490413,48,edgar/data/275119/0000897101-16-001948.txt
1447,consolidated balance sheets,2015,Total Assets,3781959000,thousands,1447,10-K,846617,BRIDGE BANCORP INC,31DEC2015,14MAR2016,150,78,12933,-0.005567154,26,edgar/data/846617/0001571049-16-013009.txt
1449,consolidated balance sheets,2015,Total assets,5077000,thousands,1449,10-K,1533998,LabStyle Innovations Corp.,31DEC2015,08FEB2016,77,20,5199,-0.010963647,0,edgar/data/1533998/0001144204-16-079581.txt
1452,consolidated balance sheets,2015,Total assets,355992000,thousands,1452,10-K,1117480,CHIMERIX INC,31DEC2015,29FEB2016,118,90,11916,-0.002349782,1,edgar/data/1117480/0001117480-16-000034.txt
1457,consolidated balance sheets,2016,Total assets,112967000,thousands,1457,10-K,1118417,"MODEL N, INC.",30SEP2016,18NOV2016,45,29,8096,-0.001976285,10,edgar/data/1118417/0001564590-16-029481.txt
1462,consolidated balance sheets,2016,Total Assets,28328648,thousands,1462,10-K,1172298,Petro River Oil Corp.,30APR2016,29JUL2016,104,58,7305,-0.006297057,29,edgar/data/1172298/0001415889-16-006632.txt
1465,consolidated balance sheets,2015,Total assets,6807786000,thousands,1465,10-K,1562401,American Homes 4 Rent,31DEC2015,26FEB2016,106,43,11984,-0.005257009,55,edgar/data/1562401/0001562401-16-000057.txt
1467,consolidated balance sheets,2016,Total Assets,10903391,thousands,1467,10-K,1509261,"AntriaBio, Inc.",30JUN2016,28SEP2016,21,16,2752,-0.00181686,2,edgar/data/1509261/0001144204-16-125780.txt
1469,consolidated balance sheets,2015,Total Assets,318100,thousands,1469,10-K,1222218,"MOPALS.COM, INC.",31DEC2015,27APR2016,10,2,1337,-0.005983545,0,edgar/data/1222218/0001213900-16-012811.txt
1471,consolidated balance sheets,2015,Total assets,416221000,thousands,1471,10-K,1572684,"UCP, Inc.",31DEC2015,14MAR2016,162,66,14495,-0.006622973,39,edgar/data/1572684/0001572684-16-000037.txt
1473,consolidated balance sheets,2015,Total assets,1030711000,thousands,1473,10-K,1303652,Tableau Software Inc,31DEC2015,25FEB2016,69,77,9722,0.000822876,0,edgar/data/1303652/0001303652-16-000039.txt
1483,consolidated balance sheets,2015,Total assets,32198000,thousands,1483,10-K,1549084,"EKSO BIONICS HOLDINGS, INC.",31DEC2015,14MAR2016,46,39,6500,-0.001076923,18,edgar/data/1549084/0001144204-16-087881.txt
1485,consolidated balance sheets,2016,Total Assets,29848778,thousands,1485,10-K,1171838,"Sundance Strategies, Inc.",31MAR2016,14JUN2016,29,20,3637,-0.002474567,5,edgar/data/1171838/0001580957-16-000709.txt
1487,consolidated balance sheets,2015,Total Assets,217903000,thousands,1487,10-K,1571498,"Epizyme, Inc.",31DEC2015,09MAR2016,61,127,7648,0.0086297071,3,edgar/data/1571498/0001193125-16-497434.txt
1490,consolidated balance sheets,2015,Total Assets,491161838,thousands,1490,10-K,859222,"BAY BANCORP, INC.",31DEC2015,30MAR2016,177,79,10521,-0.009314704,24,edgar/data/859222/0001558370-16-004470.txt
1493,consolidated balance sheets,2015,Total assets,62436,thousands,1493,10-K,1283699,"T-Mobile US, Inc.",31DEC2015,17FEB2016,90,72,12249,-0.001469508,2,edgar/data/1283699/0001283699-16-000073.txt
1501,consolidated balance sheets,2015,TOTAL ASSETS,8824656,thousands,1501,10-K,1549145,"ALLIANCE BIOENERGY PLUS, INC.",31DEC2015,13APR2016,54,29,5040,-0.004960317,2,edgar/data/1549145/0001206774-16-005418.txt
1506,consolidated balance sheets,2016,Total assets,1426364000,thousands,1506,10-K,1575515,"Sprouts Farmers Market, Inc.",31JAN2016,25FEB2016,112,55,9000,-0.006333333,3,edgar/data/1575515/0001564590-16-013299.txt
1508,consolidated balance sheets,2015,Total assets,1726838000,thousands,1508,10-K,1575828,Frank's International N.V.,31DEC2015,29FEB2016,114,39,7961,-0.009420927,4,edgar/data/1575828/0001575828-16-000041.txt
1510,consolidated balance sheets,2016,TOTAL ASSETS,1094137,thousands,1510,10-K,1557644,"GREENWOOD HALL, INC.",31AUG2016,06DEC2016,67,47,4310,-0.004640371,18,edgar/data/1557644/0001615774-16-008741.txt
1512,consolidated balance sheets,2015,Total Assets,1285904000,thousands,1512,10-K,1284807,PLY GEM HOLDINGS INC,31DEC2015,14MAR2016,210,158,17179,-0.003026952,43,edgar/data/1284807/0001284807-16-000056.txt
1516,consolidated balance sheets,2015,Total Assets,1132857,thousands,1516,10-K,1540684,"Brazil Minerals, Inc.",31DEC2015,14APR2016,45,22,2849,-0.008073008,3,edgar/data/1540684/0001079974-16-001127.txt
1523,consolidated balance sheets,2015,Total assets,168124000,thousands,1523,10-K,1375796,TREMOR VIDEO INC.,31DEC2015,15MAR2016,140,43,10634,-0.009121685,6,edgar/data/1375796/0001104659-16-105045.txt
1530,consolidated balance sheets,2015,Total assets,4582199000,thousands,1530,10-K,1498547,"COLE CREDIT PROPERTY TRUST IV, INC.",31DEC2015,30MAR2016,45,20,7752,-0.003224974,34,edgar/data/1498547/0001498547-16-000022.txt
1532,consolidated balance sheets,2015,Total assets,1945412000,thousands,1532,10-K,1573166,"Jones Energy, Inc.",31DEC2015,09MAR2016,141,67,12065,-0.006133444,13,edgar/data/1573166/0001047469-16-010925.txt
1535,consolidated balance sheets,2016,Total assets,5144260,thousands,1535,10-K,1537561,"Arch Therapeutics, Inc.",30SEP2016,05DEC2016,80,59,7583,-0.002769352,19,edgar/data/1537561/0001144204-16-137852.txt
1541,consolidated balance sheets,2015,Total assets,351270000,thousands,1541,10-K,1574596,New Home Co Inc.,31DEC2015,26FEB2016,66,54,10379,-0.001156181,6,edgar/data/1574596/0001574596-16-000124.txt
1544,consolidated balance sheets,2015,Total assets,607216000,thousands,1544,10-K,1475274,"RetailMeNot, Inc.",31DEC2015,19FEB2016,29,43,5451,0.0025683361,5,edgar/data/1475274/0001475274-16-000006.txt
1546,consolidated balance sheets,2015,Total assets,729358000,thousands,1546,10-K,1098151,FIDELITY D & D BANCORP INC,31DEC2015,15MAR2016,339,178,22221,-0.007245398,4,edgar/data/1098151/0001098151-16-000054.txt
1548,consolidated balance sheets,2015,Total Assets,285265000,thousands,1548,10-K,1023024,ANI PHARMACEUTICALS INC,31DEC2015,23FEB2016,60,38,7471,-0.00294472,19,edgar/data/1023024/0001144204-16-083848.txt
1557,consolidated balance sheets,2015,Total assets,149074000,thousands,1557,10-K,1415624,YuMe Inc,31DEC2015,10MAR2016,84,61,9699,-0.002371378,13,edgar/data/1415624/0001437749-16-027335.txt
1560,consolidated balance sheets,2015,Total assets,15657433,thousands,1560,10-K,771999,DOCUMENT SECURITY SYSTEMS INC,31DEC2015,30MAR2016,97,34,4595,-0.013710555,4,edgar/data/771999/0001493152-16-008415.txt
1562,consolidated balance sheets,2015,Total Assets,95314000,thousands,1562,10-K,1398702,"Electronic Cigarettes International Group, Ltd.",31DEC2015,28MAR2016,145,95,10356,-0.004828119,19,edgar/data/1398702/0001615774-16-004658.txt
1565,consolidated balance sheets,2015,Total assets,36570373000,thousands,1565,10-K,1580608,Santander Consumer USA Holdings Inc.,31DEC2015,31MAR2016,297,106,16006,-0.011933025,1,edgar/data/1580608/0001580608-16-000185.txt
1568,consolidated balance sheets,2015,Total assets,278497000,thousands,1568,10-K,1424929,FOX FACTORY HOLDING CORP,31DEC2015,29FEB2016,103,74,9553,-0.003035696,32,edgar/data/1424929/0001424929-16-000069.txt
1573,consolidated balance sheets,2015,Total assets,3998976000,thousands,1573,10-K,314489,FIRST BUSEY CORP /NV/,31DEC2015,08MAR2016,145,94,9794,-0.00520727,22,edgar/data/314489/0001104659-16-103355.txt
1576,consolidated balance sheets,2015,Total assets,44737000,thousands,1576,10-K,1274644,"Ocera Therapeutics, Inc.",31DEC2015,11MAR2016,121,57,8734,-0.007327685,30,edgar/data/1274644/0001274644-16-000107.txt
