Pos,Neg,Neu,Total,Price,Year,Month,Day
5419,1739,9165,16323,-1,2019,12,1
0,0,0,0,-1,2019,12,2
0,0,0,0,-1,2019,12,3
0,0,0,0,-1,2019,12,4
0,0,0,0,-1,2019,12,5
0,0,0,0,-1,2019,12,6
0,0,0,0,-1,2019,12,7
0,0,0,0,-1,2019,12,8
0,0,0,0,-1,2019,12,9
0,0,0,0,-1,2019,12,10
0,0,0,0,-1,2019,12,11
0,0,0,0,-1,2019,12,12
0,0,0,0,-1,2019,12,13
0,0,0,0,-1,2019,12,14
0,0,0,0,-1,2019,12,15
0,0,0,0,-1,2019,12,16
0,0,0,0,-1,2019,12,17
0,0,0,0,-1,2019,12,18
0,0,0,0,-1,2019,12,19
0,0,0,0,-1,2019,12,20
0,0,0,0,-1,2019,12,21
0,0,0,0,-1,2019,12,22
0,0,0,0,-1,2019,12,23
0,0,0,0,-1,2019,12,24
0,0,0,0,-1,2019,12,25
0,0,0,0,-1,2019,12,26
0,0,0,0,-1,2019,12,27
0,0,0,0,-1,2019,12,28
0,0,0,0,-1,2019,12,29
0,0,0,0,-1,2019,12,30
0,0,0,0,-1,2019,12,31
